fsq_category_id,name,short_name,plural_name,icon.prefix,icon.suffix,fsq_place_id,latitude,longitude,distance,email,link,location.address,location.locality,bike_lat,bike_lon,bike_id,free_bikes
4bf58dd8d48988d16e941735,Fast Food Restaurant,Fast Food,Fast Food Restaurants,https://ss3.4sqi.net/img/categories_v2/food/fastfood_,.png,4e8ef9707ee6c06365c0a110,55.86284423707892,-4.31164221934564,502,,/places/4e8ef9707ee6c06365c0a110,"Unit 3, 795 Govan Cross Shopping Center",Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
52dea92d3cf9994f4e043dbb,Discount Store,Discount Store,Discount Stores,https://ss3.4sqi.net/img/categories_v2/shops/discountstore_,.png,52ab0a90498eb5fe36df7bef,55.86269890330697,-4.312338732667451,546,,/places/52ab0a90498eb5fe36df7bef,Govan Rd,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d1ce941735,Seafood Restaurant,Seafood,Seafood Restaurants,https://ss3.4sqi.net/img/categories_v2/food/seafood_,.png,4c82b54751ada1cd13611f10,55.87014455373044,-4.297856995906029,681,info@twofatladiesrestaurant.com,/places/4c82b54751ada1cd13611f10,88 Dumbarton Road,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d132941735,Church,Church,Churches,https://ss3.4sqi.net/img/categories_v2/building/religious_church_,.png,5199bff9498e5fc36fe864aa,55.86300763090446,-4.310630784948631,442,,/places/5199bff9498e5fc36fe864aa,,,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d16a941735,Bakery,Bakery,Bakeries,https://ss3.4sqi.net/img/categories_v2/food/bakery_,.png,54903499498e001b3b2403e5,55.87238411109764,-4.302371212388248,767,myhomebakeryglasgow@gmail.com,/places/54903499498e001b3b2403e5,,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d16d941735,Café,Café,Cafés,https://ss3.4sqi.net/img/categories_v2/food/cafe_,.png,4b72bddaf964a5205f862de3,55.87281753518404,-4.302003827762743,820,,/places/4b72bddaf964a5205f862de3,66 Hyndland St,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d1db931735,Tapas Restaurant,Tapas,Tapas Restaurants,https://ss3.4sqi.net/img/categories_v2/food/tapas_,.png,579280f5498ea4119635ed29,55.867470578704115,-4.293418828164381,771,,/places/579280f5498ea4119635ed29,90 Old Dumbarton Rd,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4d4b7105d754a06374d81259,Restaurant,Restaurant,Restaurants,https://ss3.4sqi.net/img/categories_v2/food/default_,.png,591a0dcd81348848d830ae17,55.87162590326761,-4.3027331208663115,680,,/places/591a0dcd81348848d830ae17,27 Hyndland St,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d148941735,Donut Shop,Donuts,Donut Shops,https://ss3.4sqi.net/img/categories_v2/food/donuts_,.png,56752941498ef438347e5c5e,55.86715397006443,-4.291958232382276,851,,/places/56752941498ef438347e5c5e,35 Old Dumbarton Rd,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
56aa371ce4b08b9a8d57356c,Beer Bar,Beer Bar,Beer Bars,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,.png,4e1c4c481fc714dc5c3143ed,55.86824046184012,-4.291929571540907,884,glasgowbar@brewdog.com,/places/4e1c4c481fc714dc5c3143ed,1397 Argyle St,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4d4b7105d754a06374d81259,Restaurant,Restaurant,Restaurants,https://ss3.4sqi.net/img/categories_v2/food/default_,.png,4cba0d48adcd5481c4bc20a2,55.87086574569789,-4.311403894556569,688,info@roastitbubblyjocks.co.uk,/places/4cba0d48adcd5481c4bc20a2,450 Dumbarton Rd,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d16d941735,Café,Café,Cafés,https://ss3.4sqi.net/img/categories_v2/food/cafe_,.png,4c4959a81b430f474b7d69c3,55.8729713373584,-4.3020388946090975,836,,/places/4c4959a81b430f474b7d69c3,70 Hyndland St,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d113941735,Korean Restaurant,Korean,Korean Restaurants,https://ss3.4sqi.net/img/categories_v2/food/korean_,.png,5635275a498e569169b27825,55.871878282127604,-4.298323729400727,816,,/places/5635275a498e569169b27825,14 Chancellor St,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d172941735,Post Office,Post Office,Post Offices,https://ss3.4sqi.net/img/categories_v2/building/postoffice_,.png,4d7258b6ff6ba35d8bbb6c8a,55.87064608576911,-4.308802589650918,591,,/places/4d7258b6ff6ba35d8bbb6c8a,384 Dumbarton Rd,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d110941735,Italian Restaurant,Italian,Italian Restaurants,https://ss3.4sqi.net/img/categories_v2/food/italian_,.png,57f54b2d498e574bd31426ea,55.86783356540652,-4.291677464009917,886,,/places/57f54b2d498e574bd31426ea,,,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d10f941735,Indian Restaurant,Indian,Indian Restaurants,https://ss3.4sqi.net/img/categories_v2/food/indian_,.png,4b7b007cf964a5205b4b2fe3,55.86746,-4.291166,907,info@motherindiascafeglasgow.co.uk,/places/4b7b007cf964a5205b4b2fe3,1355 Argyle St,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d10f951735,Pharmacy,Pharmacy,Pharmacies,https://ss3.4sqi.net/img/categories_v2/shops/pharmacy_,.png,4df0cd3445ddbf3897d39112,55.870946802887524,-4.3035532497548274,595,,/places/4df0cd3445ddbf3897d39112,252-254 Dumbarton Rd,Partick,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d118951735,Grocery Store,Grocery Store,Grocery Stores,https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_,.png,4d0671f328926ea842a075c2,55.86308109318556,-4.3121053838170225,510,,/places/4d0671f328926ea842a075c2,786-792 Govan Rd,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d16a941735,Bakery,Bakery,Bakeries,https://ss3.4sqi.net/img/categories_v2/food/bakery_,.png,4b8d2bb7f964a52068eb32e3,55.86322548632458,-4.312296499999851,511,,/places/4b8d2bb7f964a52068eb32e3,Govan Road,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d1c5941735,Sandwich Spot,Sandwich Spot,Sandwich Spots,https://ss3.4sqi.net/img/categories_v2/food/deli_,.png,4b8d2bb7f964a52068eb32e3,55.86322548632458,-4.312296499999851,511,,/places/4b8d2bb7f964a52068eb32e3,Govan Road,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d1e0931735,Coffee Shop,Coffee Shop,Coffee Shops,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,.png,54c61ff3498ec3e20f6a64b2,55.87055866140964,-4.3167584441222715,893,,/places/54c61ff3498ec3e20f6a64b2,579 Dumbarton Rd,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d143941735,Breakfast Spot,Breakfast,Breakfast Spots,https://ss3.4sqi.net/img/categories_v2/food/breakfast_,.png,54c61ff3498ec3e20f6a64b2,55.87055866140964,-4.3167584441222715,893,,/places/54c61ff3498ec3e20f6a64b2,579 Dumbarton Rd,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d132941735,Church,Church,Churches,https://ss3.4sqi.net/img/categories_v2/building/religious_church_,.png,4f748062e4b02f4e52b60f9b,55.863423298293014,-4.312898097476327,532,,/places/4f748062e4b02f4e52b60f9b,,,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d1ca941735,Pizzeria,Pizza,Pizzerias,https://ss3.4sqi.net/img/categories_v2/food/pizza_,.png,59d12b1befa82a766c5f27ec,55.87055827638393,-4.315846852053346,848,,/places/59d12b1befa82a766c5f27ec,561 Dumbarton Rd,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d16d941735,Café,Café,Cafés,https://ss3.4sqi.net/img/categories_v2/food/cafe_,.png,4b8671d0f964a520758a31e3,55.87196512241172,-4.29746903256368,854,,/places/4b8671d0f964a520758a31e3,87 Byres Rd,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4edd64a0c7ddd24ca188df1a,Fish and Chips Shop,Fish and Chips Shop,Fish and Chips Shops,https://ss3.4sqi.net/img/categories_v2/food/fishandchips_,.png,4b8671d0f964a520758a31e3,55.87196512241172,-4.29746903256368,854,,/places/4b8671d0f964a520758a31e3,87 Byres Rd,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d1c1941735,Mexican Restaurant,Mexican,Mexican Restaurants,https://ss3.4sqi.net/img/categories_v2/food/mexican_,.png,4b82eb41f964a52024ed30e3,55.87072777983167,-4.317259878590239,929,info@bibiscantina.com,/places/4b82eb41f964a52024ed30e3,599 Dumbarton Road,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d1e2931735,Art Gallery,Art Gallery,Art Galleries,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/artgallery_,.png,4ba647c4f964a520f04139e3,55.86858827697662,-4.290644695944072,973,museums@glasgowlife.org.uk,/places/4ba647c4f964a520f04139e3,Argyle St,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d181941735,Museum,Museum,Museums,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_,.png,4ba647c4f964a520f04139e3,55.86858827697662,-4.290644695944072,973,museums@glasgowlife.org.uk,/places/4ba647c4f964a520f04139e3,Argyle St,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d11b941735,Pub,Pub,Pubs,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,.png,4d94c74fb550a0939f928e87,55.870723379323444,-4.305614677418969,560,,/places/4d94c74fb550a0939f928e87,Dumbarton Rd,Partick,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d10f941735,Indian Restaurant,Indian,Indian Restaurants,https://ss3.4sqi.net/img/categories_v2/food/indian_,.png,4b71383ef964a520023d2de3,55.86735485428126,-4.292679114035327,812,chef_sures10@yahoo.co.in,/places/4b71383ef964a520023d2de3,76 Old Dumbarton Road,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d145941735,Chinese Restaurant,Chinese,Chinese Restaurants,https://ss3.4sqi.net/img/categories_v2/food/asian_,.png,4fa99500e4b0c8ba1f3ab10a,55.87021537362219,-4.308964348423353,551,,/places/4fa99500e4b0c8ba1f3ab10a,Merkland street,,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d16d941735,Café,Café,Cafés,https://ss3.4sqi.net/img/categories_v2/food/cafe_,.png,4bba108998c7ef3b62a33202,55.86738431603528,-4.291242867525522,900,,/places/4bba108998c7ef3b62a33202,,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d1c5941735,Sandwich Spot,Sandwich Spot,Sandwich Spots,https://ss3.4sqi.net/img/categories_v2/food/deli_,.png,50868fdce4b0fedcb3c523e5,55.86656016973019,-4.289764316423008,977,,/places/50868fdce4b0fedcb3c523e5,1299 Argyle St,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d1e0931735,Coffee Shop,Coffee Shop,Coffee Shops,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,.png,50868fdce4b0fedcb3c523e5,55.86656016973019,-4.289764316423008,977,,/places/50868fdce4b0fedcb3c523e5,1299 Argyle St,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d116941735,Bar,Bar,Bars,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,.png,4d135e2f37f1236a1cc2801b,55.87085540061871,-4.302688350854819,598,,/places/4d135e2f37f1236a1cc2801b,232 Dumbarton Rd.,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d145941735,Chinese Restaurant,Chinese,Chinese Restaurants,https://ss3.4sqi.net/img/categories_v2/food/asian_,.png,4c546f8372cf0f47b68e8fd4,55.870784410571446,-4.300932884216309,630,,/places/4c546f8372cf0f47b68e8fd4,173 Dumbarton Rd,Glasgow,55.865683,-4.305367,066c99293af108ece27d9b0436c30cc4,11
4bf58dd8d48988d132941735,Church,Church,Churches,https://ss3.4sqi.net/img/categories_v2/building/religious_church_,.png,4d85e42c9324236adc05d80e,55.848159676088876,-4.198591442101653,194,,/places/4d85e42c9324236adc05d80e,,Glasgow,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
4bf58dd8d48988d11b941735,Pub,Pub,Pubs,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,.png,53ac72a4498e9f7cea634c03,55.8480066215422,-4.202228790833143,339,,/places/53ac72a4498e9f7cea634c03,London Rd,Glasgow,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
4d4b7105d754a06374d81259,Restaurant,Restaurant,Restaurants,https://ss3.4sqi.net/img/categories_v2/food/default_,.png,53ac72a4498e9f7cea634c03,55.8480066215422,-4.202228790833143,339,,/places/53ac72a4498e9f7cea634c03,London Rd,Glasgow,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
4bf58dd8d48988d188941735,Soccer Stadium,Soccer,Soccer Stadiums,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_soccer_,.png,4b11505bf964a520237a23e3,55.849902,-4.205619,631,visitorexperience@celticfc.co.uk,/places/4b11505bf964a520237a23e3,18 Kerrydale St,Parkhead,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
4bf58dd8d48988d1e1941735,Basketball Court,Basketball Court,Basketball Courts,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/basketballcourt_,.png,5096adcee4b0e34d63b58de2,55.84620703503959,-4.207315656123102,614,,/places/5096adcee4b0e34d63b58de2,1000 London Road,Glasgow,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
4f2a25ac4b909258e854f55f,Neighborhood,Neighborhood,Neighborhoods,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/neighborhood_,.png,5314f72de4b0e72a36e185af,55.84982963703771,-4.199795877580318,394,,/places/5314f72de4b0e72a36e185af,,,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
4bf58dd8d48988d1e0931735,Coffee Shop,Coffee Shop,Coffee Shops,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,.png,4c01274bcf3aa593b284ccb0,55.84241286936234,-4.2024150170848396,551,,/places/4c01274bcf3aa593b284ccb0,,Cambuslang,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
4bf58dd8d48988d184941735,Stadium,Stadium,Stadiums,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_,.png,4f216793e4b03871f8ff9f74,55.84687244493583,-4.207378188378637,619,,/places/4f216793e4b03871f8ff9f74,Nuneaton St.,Glasgow,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
63be6904847c3692a84b9b25,Ticket Seller,Ticket Seller,Ticket Sellers,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_,.png,4d3eaf6544f5a093e0abdfbb,55.84872389446182,-4.208168053596313,710,,/places/4d3eaf6544f5a093e0abdfbb,Kerrydale Street,Glasgow,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
4bf58dd8d48988d118951735,Grocery Store,Grocery Store,Grocery Stores,https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_,.png,4d55825ea05c37042ab7b987,55.851303780292156,-4.195146458237069,550,,/places/4d55825ea05c37042ab7b987,,,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
52f2ab2ebcbc57f1066b8b46,Supermarket,Supermarket,Supermarkets,https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_,.png,4b8011e3f964a5206c4f30e3,55.8540033,-4.1996639,842,,/places/4b8011e3f964a5206c4f30e3,1221 Gallowgate,Glasgow,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
4bf58dd8d48988d11b941735,Pub,Pub,Pubs,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_,.png,4ea4070a6c25b62f3e0a784d,55.85137611221898,-4.194798383050255,564,,/places/4ea4070a6c25b62f3e0a784d,,,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
4bf58dd8d48988d1e0931735,Coffee Shop,Coffee Shop,Coffee Shops,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,.png,4d4c3b6d7aa6a35dfdf7d470,55.85351471387366,-4.199926944469027,791,43032070@costacoffee.co.uk,/places/4d4c3b6d7aa6a35dfdf7d470,1221 Gallowgate,Glasgow,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
4bf58dd8d48988d17f941735,Movie Theater,Movie Theater,Movie Theaters,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/movietheater_,.png,4b50d31df964a520ce3327e3,55.852862608484536,-4.20120492304615,741,,/places/4b50d31df964a520ce3327e3,Forge Shopping Centre,Glasgow,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
52e81612bcbc57f1066b7a23,Forest,Forest,Forests,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_,.png,55fecc79498e34fa25353061,55.84119827391088,-4.2015391048547395,643,,/places/55fecc79498e34fa25353061,,,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
4bf58dd8d48988d196941735,Hospital,Hospital,Hospitals,https://ss3.4sqi.net/img/categories_v2/building/medical_,.png,4ba353a0f964a520573538e3,55.85212748138644,-4.194472357144184,650,,/places/4ba353a0f964a520573538e3,,,55.846524,-4.197475,0a106cbc148d5a0c2535b51c1dbe3b4d,6
